protein_a,protein_b,length_aa,length_a,length_b,rank_count,peak_score_rank_1,peak_score_rank_2,peak_score_rank_3,peak_score_min,peak_score_max,ptm_rank_1,ptm_rank_2,ptm_rank_3,ptm_min,ptm_max,iptm_rank_1,iptm_rank_2,iptm_rank_3,iptm_min,iptm_max,max_pae_rank_1,max_pae_rank_2,max_pae_rank_3,max_pae_min,max_pae_max,bait,partner,peak_avg,peak_max_norm,peak_min_norm,peak_values_norm,ptm_avg,iptm_avg,ptm_values,iptm_values,uniprot_url
A1AG2_HUMAN,SPP24_HUMAN,412,201,211,3,5.0,9.0,9.0,5.0,9.0,0.52,0.5,0.5,0.5,0.52,0.21,0.17,0.16,0.16,0.21,31.71875,31.6875,31.703125,31.6875,31.71875,A1AG2_HUMAN,SPP24_HUMAN,0.7444444444444445,0.8333333333333334,0.7,0.833:0.7:0.7,0.5066666666666667,0.18000000000000002,0.52:0.5:0.5,0.21:0.17:0.16,https://www.uniprot.org/uniprotkb/SPP24_HUMAN/entry
A1AG2_HUMAN,SPTSB_HUMAN,277,201,76,3,9.0,11.0,15.0,9.0,15.0,0.67,0.66,0.64,0.64,0.67,0.19,0.16,0.11,0.11,0.19,31.578125,31.671875,31.5625,31.5625,31.671875,A1AG2_HUMAN,SPTSB_HUMAN,0.611111111111111,0.7,0.5,0.7:0.633:0.5,0.6566666666666667,0.15333333333333332,0.67:0.66:0.64,0.19:0.16:0.11,https://www.uniprot.org/uniprotkb/SPTSB_HUMAN/entry
A1AG2_HUMAN,STAT3_HUMAN,971,201,770,3,19.0,19.0,23.0,19.0,23.0,0.59,0.59,0.59,0.59,0.59,0.2,0.17,0.16,0.16,0.2,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,STAT3_HUMAN,0.32222222222222224,0.3666666666666667,0.23333333333333328,0.367:0.367:0.233,0.59,0.17666666666666667,0.59:0.59:0.59,0.2:0.17:0.16,https://www.uniprot.org/uniprotkb/STAT3_HUMAN/entry
A1AG2_HUMAN,UD13_HUMAN,735,201,534,3,16.0,17.0,22.0,16.0,22.0,0.66,0.66,0.63,0.63,0.66,0.16,0.16,0.12,0.12,0.16,31.703125,31.71875,31.671875,31.671875,31.71875,A1AG2_HUMAN,UD13_HUMAN,0.3888888888888889,0.4666666666666667,0.2666666666666667,0.467:0.433:0.267,0.65,0.14666666666666667,0.66:0.66:0.63,0.16:0.16:0.12,https://www.uniprot.org/uniprotkb/UD13_HUMAN/entry
A1AG2_HUMAN,ZKSC2_HUMAN,1168,201,967,3,1.0,6.0,20.0,1.0,20.0,0.29,0.28,0.28,0.28,0.29,0.83,0.32,0.19,0.19,0.83,31.71875,31.703125,31.703125,31.703125,31.71875,A1AG2_HUMAN,ZKSC2_HUMAN,0.7000000000000001,0.9666666666666667,0.33333333333333337,0.967:0.8:0.333,0.2833333333333334,0.4466666666666666,0.29:0.28:0.28,0.83:0.32:0.19,https://www.uniprot.org/uniprotkb/ZKSC2_HUMAN/entry
A1AG2_HUMAN,ACSM3_HUMAN,787,201,586,3,14.0,21.0,21.0,14.0,21.0,0.64,0.65,0.63,0.63,0.65,0.17,0.15,0.14,0.14,0.17,31.6875,31.703125,31.703125,31.6875,31.703125,A1AG2_HUMAN,ACSM3_HUMAN,0.37777777777777777,0.5333333333333333,0.30000000000000004,0.533:0.3:0.3,0.64,0.15333333333333335,0.64:0.65:0.63,0.17:0.15:0.14,https://www.uniprot.org/uniprotkb/ACSM3_HUMAN/entry
A1AG2_HUMAN,AFAM_HUMAN,800,201,599,3,20.0,18.0,20.0,18.0,20.0,0.7,0.69,0.69,0.69,0.7,0.16,0.15,0.15,0.15,0.16,31.703125,31.6875,31.6875,31.6875,31.703125,A1AG2_HUMAN,AFAM_HUMAN,0.3555555555555556,0.4,0.33333333333333337,0.333:0.4:0.333,0.6933333333333334,0.15333333333333332,0.7:0.69:0.69,0.16:0.15:0.15,https://www.uniprot.org/uniprotkb/AFAM_HUMAN/entry
A1AG2_HUMAN,AQP3_HUMAN,493,201,292,3,15.0,21.0,22.0,15.0,22.0,0.6,0.56,0.54,0.54,0.6,0.19,0.13,0.12,0.12,0.19,31.703125,31.53125,31.703125,31.53125,31.703125,A1AG2_HUMAN,AQP3_HUMAN,0.3555555555555556,0.5,0.2666666666666667,0.5:0.3:0.267,0.5666666666666668,0.14666666666666667,0.6:0.56:0.54,0.19:0.13:0.12,https://www.uniprot.org/uniprotkb/AQP3_HUMAN/entry
A1AG2_HUMAN,CH3L1_HUMAN,584,201,383,3,17.0,18.0,18.0,17.0,18.0,0.67,0.66,0.66,0.66,0.67,0.16,0.16,0.15,0.15,0.16,31.6875,31.703125,31.671875,31.671875,31.703125,A1AG2_HUMAN,CH3L1_HUMAN,0.41111111111111115,0.43333333333333335,0.4,0.433:0.4:0.4,0.6633333333333334,0.15666666666666665,0.67:0.66:0.66,0.16:0.16:0.15,https://www.uniprot.org/uniprotkb/CH3L1_HUMAN/entry
A1AG2_HUMAN,CNDP1_HUMAN,708,201,507,3,5.0,6.0,6.0,5.0,6.0,0.63,0.63,0.68,0.63,0.68,0.36,0.28,0.27,0.27,0.36,31.703125,31.703125,31.671875,31.671875,31.703125,A1AG2_HUMAN,CNDP1_HUMAN,0.8111111111111112,0.8333333333333334,0.8,0.833:0.8:0.8,0.6466666666666666,0.30333333333333334,0.63:0.63:0.68,0.36:0.28:0.27,https://www.uniprot.org/uniprotkb/CNDP1_HUMAN/entry
A1AG2_HUMAN,CPN2_HUMAN,746,201,545,3,11.0,12.0,14.0,11.0,14.0,0.65,0.62,0.62,0.62,0.65,0.31,0.22,0.22,0.22,0.31,31.703125,31.703125,31.6875,31.6875,31.703125,A1AG2_HUMAN,CPN2_HUMAN,0.5888888888888889,0.6333333333333333,0.5333333333333333,0.633:0.6:0.533,0.63,0.25,0.65:0.62:0.62,0.31:0.22:0.22,https://www.uniprot.org/uniprotkb/CPN2_HUMAN/entry
A1AG2_HUMAN,CXCL6_HUMAN,315,201,114,3,4.0,4.0,8.0,4.0,8.0,0.64,0.63,0.62,0.62,0.64,0.28,0.24,0.2,0.2,0.28,31.703125,31.65625,31.71875,31.65625,31.71875,A1AG2_HUMAN,CXCL6_HUMAN,0.8222222222222223,0.8666666666666667,0.7333333333333334,0.867:0.867:0.733,0.63,0.24,0.64:0.63:0.62,0.28:0.24:0.2,https://www.uniprot.org/uniprotkb/CXCL6_HUMAN/entry
A1AG2_HUMAN,DEFB1_HUMAN,269,201,68,3,3.0,5.0,14.0,3.0,14.0,0.73,0.71,0.67,0.67,0.73,0.37,0.29,0.14,0.14,0.37,31.640625,31.609375,31.703125,31.609375,31.703125,A1AG2_HUMAN,DEFB1_HUMAN,0.7555555555555555,0.9,0.5333333333333333,0.9:0.833:0.533,0.7033333333333333,0.26666666666666666,0.73:0.71:0.67,0.37:0.29:0.14,https://www.uniprot.org/uniprotkb/DEFB1_HUMAN/entry
A1AG2_HUMAN,FBLN1_HUMAN,904,201,703,3,11.0,23.0,22.0,11.0,23.0,0.34,0.33,0.33,0.33,0.34,0.24,0.14,0.14,0.14,0.24,31.71875,31.734375,31.734375,31.71875,31.734375,A1AG2_HUMAN,FBLN1_HUMAN,0.37777777777777777,0.6333333333333333,0.23333333333333328,0.633:0.233:0.267,0.3333333333333333,0.17333333333333334,0.34:0.33:0.33,0.24:0.14:0.14,https://www.uniprot.org/uniprotkb/FBLN1_HUMAN/entry
A1AG2_HUMAN,FUCO2_HUMAN,668,201,467,3,12.0,18.0,19.0,12.0,19.0,0.67,0.68,0.68,0.67,0.68,0.19,0.16,0.15,0.15,0.19,31.6875,31.71875,31.703125,31.6875,31.71875,A1AG2_HUMAN,FUCO2_HUMAN,0.45555555555555555,0.6,0.3666666666666667,0.6:0.4:0.367,0.6766666666666667,0.16666666666666666,0.67:0.68:0.68,0.19:0.16:0.15,https://www.uniprot.org/uniprotkb/FUCO2_HUMAN/entry
A1AG2_HUMAN,HEPC_HUMAN,285,201,84,3,4.0,6.0,9.0,4.0,9.0,0.65,0.65,0.65,0.65,0.65,0.18,0.17,0.16,0.16,0.18,31.671875,31.703125,31.703125,31.671875,31.703125,A1AG2_HUMAN,HEPC_HUMAN,0.7888888888888889,0.8666666666666667,0.7,0.867:0.8:0.7,0.65,0.17,0.65:0.65:0.65,0.18:0.17:0.16,https://www.uniprot.org/uniprotkb/HEPC_HUMAN/entry
A1AG2_HUMAN,HYPDH_HUMAN,661,201,460,3,8.0,7.0,10.0,7.0,10.0,0.66,0.66,0.66,0.66,0.66,0.24,0.23,0.2,0.2,0.24,31.65625,31.671875,31.6875,31.65625,31.6875,A1AG2_HUMAN,HYPDH_HUMAN,0.7222222222222223,0.7666666666666666,0.6666666666666667,0.733:0.767:0.667,0.66,0.2233333333333333,0.66:0.66:0.66,0.24:0.23:0.2,https://www.uniprot.org/uniprotkb/HYPDH_HUMAN/entry
A1AG2_HUMAN,IL17_HUMAN,356,201,155,3,4.0,8.0,10.0,4.0,10.0,0.57,0.59,0.56,0.56,0.59,0.27,0.25,0.16,0.16,0.27,31.609375,31.671875,31.703125,31.609375,31.703125,A1AG2_HUMAN,IL17_HUMAN,0.7555555555555555,0.8666666666666667,0.6666666666666667,0.867:0.733:0.667,0.5733333333333334,0.22666666666666668,0.57:0.59:0.56,0.27:0.25:0.16,https://www.uniprot.org/uniprotkb/IL17_HUMAN/entry
A1AG2_HUMAN,KAIN_HUMAN,628,201,427,3,7.0,10.0,13.0,7.0,13.0,0.59,0.58,0.59,0.58,0.59,0.32,0.2,0.16,0.16,0.32,31.71875,31.671875,31.703125,31.671875,31.71875,A1AG2_HUMAN,KAIN_HUMAN,0.6666666666666666,0.7666666666666666,0.5666666666666667,0.767:0.667:0.567,0.5866666666666666,0.22666666666666668,0.59:0.58:0.59,0.32:0.2:0.16,https://www.uniprot.org/uniprotkb/KAIN_HUMAN/entry
A1AG2_HUMAN,KLK4_HUMAN,455,201,254,3,4.0,6.0,6.0,4.0,6.0,0.58,0.55,0.56,0.55,0.58,0.4,0.3,0.2,0.2,0.4,31.640625,31.578125,31.59375,31.578125,31.640625,A1AG2_HUMAN,KLK4_HUMAN,0.8222222222222223,0.8666666666666667,0.8,0.867:0.8:0.8,0.5633333333333334,0.3,0.58:0.55:0.56,0.4:0.3:0.2,https://www.uniprot.org/uniprotkb/KLK4_HUMAN/entry
A1AG2_HUMAN,KR10B_HUMAN,499,201,298,3,2.0,3.0,4.0,2.0,4.0,0.47,0.47,0.47,0.47,0.47,0.45,0.33,0.31,0.31,0.45,31.734375,31.703125,31.71875,31.703125,31.734375,A1AG2_HUMAN,KR10B_HUMAN,0.9,0.9333333333333333,0.8666666666666667,0.933:0.9:0.867,0.47,0.36333333333333334,0.47:0.47:0.47,0.45:0.33:0.31,https://www.uniprot.org/uniprotkb/KR10B_HUMAN/entry
A1AG2_HUMAN,LITD1_HUMAN,1066,201,865,3,8.0,8.0,5.0,5.0,8.0,0.29,0.29,0.3,0.29,0.3,0.36,0.33,0.31,0.31,0.36,31.71875,31.734375,31.71875,31.71875,31.734375,A1AG2_HUMAN,LITD1_HUMAN,0.7666666666666667,0.8333333333333334,0.7333333333333334,0.733:0.733:0.833,0.2933333333333333,0.3333333333333333,0.29:0.29:0.3,0.36:0.33:0.31,https://www.uniprot.org/uniprotkb/LITD1_HUMAN/entry
A1AG2_HUMAN,MMP16_HUMAN,808,201,607,3,12.0,14.0,13.0,12.0,14.0,0.38,0.38,0.37,0.37,0.38,0.17,0.16,0.16,0.16,0.17,31.71875,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,MMP16_HUMAN,0.5666666666666667,0.6,0.5333333333333333,0.6:0.533:0.567,0.37666666666666665,0.16333333333333333,0.38:0.38:0.37,0.17:0.16:0.16,https://www.uniprot.org/uniprotkb/MMP16_HUMAN/entry
A1AG2_HUMAN,MOGT2_HUMAN,535,201,334,3,14.0,16.0,22.0,14.0,22.0,0.62,0.59,0.61,0.59,0.62,0.17,0.15,0.13,0.13,0.17,31.671875,31.671875,31.484375,31.484375,31.671875,A1AG2_HUMAN,MOGT2_HUMAN,0.4222222222222222,0.5333333333333333,0.2666666666666667,0.533:0.467:0.267,0.6066666666666666,0.15,0.62:0.59:0.61,0.17:0.15:0.13,https://www.uniprot.org/uniprotkb/MOGT2_HUMAN/entry
A1AG2_HUMAN,NID2_HUMAN,1576,201,1375,3,6.0,6.0,16.0,6.0,16.0,0.36,0.36,0.33,0.33,0.36,0.46,0.42,0.29,0.29,0.46,31.71875,31.71875,31.734375,31.71875,31.734375,A1AG2_HUMAN,NID2_HUMAN,0.688888888888889,0.8,0.4666666666666667,0.8:0.8:0.467,0.35000000000000003,0.38999999999999996,0.36:0.36:0.33,0.46:0.42:0.29,https://www.uniprot.org/uniprotkb/NID2_HUMAN/entry
A1AG2_HUMAN,PCSK6_HUMAN,1170,201,969,3,20.0,18.0,24.0,18.0,24.0,0.5,0.5,0.49,0.49,0.5,0.23,0.18,0.18,0.18,0.23,31.71875,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,PCSK6_HUMAN,0.3111111111111111,0.4,0.19999999999999996,0.333:0.4:0.2,0.49666666666666665,0.19666666666666668,0.5:0.5:0.49,0.23:0.18:0.18,https://www.uniprot.org/uniprotkb/PCSK6_HUMAN/entry
A1AG2_HUMAN,PKN1_HUMAN,1143,201,942,3,19.0,20.0,23.0,19.0,23.0,0.44,0.44,0.42,0.42,0.44,0.17,0.17,0.16,0.16,0.17,31.71875,31.703125,31.703125,31.703125,31.71875,A1AG2_HUMAN,PKN1_HUMAN,0.3111111111111111,0.3666666666666667,0.23333333333333328,0.367:0.333:0.233,0.43333333333333335,0.16666666666666666,0.44:0.44:0.42,0.17:0.17:0.16,https://www.uniprot.org/uniprotkb/PKN1_HUMAN/entry
A1AG2_HUMAN,PTGDS_HUMAN,391,201,190,3,1.0,5.0,7.0,1.0,7.0,0.81,0.54,0.51,0.51,0.81,0.75,0.24,0.2,0.2,0.75,31.625,31.609375,31.640625,31.609375,31.640625,A1AG2_HUMAN,PTGDS_HUMAN,0.8555555555555555,0.9666666666666667,0.7666666666666666,0.967:0.833:0.767,0.62,0.39666666666666667,0.81:0.54:0.51,0.75:0.24:0.2,https://www.uniprot.org/uniprotkb/PTGDS_HUMAN/entry
A1AG2_HUMAN,PTX3_HUMAN,582,201,381,3,13.0,11.0,14.0,11.0,14.0,0.48,0.42,0.42,0.42,0.48,0.28,0.16,0.14,0.14,0.28,31.71875,31.703125,31.703125,31.703125,31.71875,A1AG2_HUMAN,PTX3_HUMAN,0.5777777777777778,0.6333333333333333,0.5333333333333333,0.567:0.633:0.533,0.43999999999999995,0.19333333333333336,0.48:0.42:0.42,0.28:0.16:0.14,https://www.uniprot.org/uniprotkb/PTX3_HUMAN/entry
A1AG2_HUMAN,PZP_HUMAN,1683,201,1482,3,8.0,11.0,14.0,8.0,14.0,0.72,0.72,0.66,0.66,0.72,0.49,0.44,0.34,0.34,0.49,31.671875,31.703125,31.703125,31.671875,31.703125,A1AG2_HUMAN,PZP_HUMAN,0.6333333333333333,0.7333333333333334,0.5333333333333333,0.733:0.633:0.533,0.7000000000000001,0.42333333333333334,0.72:0.72:0.66,0.49:0.44:0.34,https://www.uniprot.org/uniprotkb/PZP_HUMAN/entry
A1AG2_HUMAN,RHG18_HUMAN,864,201,663,3,4.0,3.0,5.0,3.0,5.0,0.69,0.6,0.61,0.6,0.69,0.6,0.55,0.3,0.3,0.6,31.6875,31.71875,31.71875,31.6875,31.71875,A1AG2_HUMAN,RHG18_HUMAN,0.8666666666666667,0.9,0.8333333333333334,0.867:0.9:0.833,0.6333333333333333,0.48333333333333334,0.69:0.6:0.61,0.6:0.55:0.3,https://www.uniprot.org/uniprotkb/RHG18_HUMAN/entry
A1AG2_HUMAN,SAA4_HUMAN,331,201,130,3,4.0,6.0,8.0,4.0,8.0,0.7,0.62,0.61,0.61,0.7,0.46,0.31,0.25,0.25,0.46,31.1875,31.421875,31.609375,31.1875,31.609375,A1AG2_HUMAN,SAA4_HUMAN,0.8000000000000002,0.8666666666666667,0.7333333333333334,0.867:0.8:0.733,0.6433333333333332,0.34,0.7:0.62:0.61,0.46:0.31:0.25,https://www.uniprot.org/uniprotkb/SAA4_HUMAN/entry
A1AG2_HUMAN,SEC62_HUMAN,600,201,399,3,5.0,20.0,22.0,5.0,22.0,0.38,0.36,0.37,0.36,0.38,0.3,0.14,0.11,0.11,0.3,31.65625,31.703125,31.671875,31.65625,31.703125,A1AG2_HUMAN,SEC62_HUMAN,0.47777777777777786,0.8333333333333334,0.2666666666666667,0.833:0.333:0.267,0.36999999999999994,0.18333333333333335,0.38:0.36:0.37,0.3:0.14:0.11,https://www.uniprot.org/uniprotkb/SEC62_HUMAN/entry
A1AG2_HUMAN,T176B_HUMAN,471,201,270,3,8.0,14.0,15.0,8.0,15.0,0.44,0.44,0.43,0.43,0.44,0.19,0.19,0.15,0.15,0.19,31.703125,31.71875,31.71875,31.703125,31.71875,A1AG2_HUMAN,T176B_HUMAN,0.5888888888888889,0.7333333333333334,0.5,0.733:0.533:0.5,0.4366666666666667,0.17666666666666667,0.44:0.44:0.43,0.19:0.19:0.15,https://www.uniprot.org/uniprotkb/T176B_HUMAN/entry
A1AG2_HUMAN,TAGL2_HUMAN,400,201,199,3,1.0,1.0,4.0,1.0,4.0,0.76,0.76,0.59,0.59,0.76,0.79,0.79,0.33,0.33,0.79,31.71875,31.640625,31.71875,31.640625,31.71875,A1AG2_HUMAN,TAGL2_HUMAN,0.9333333333333332,0.9666666666666667,0.8666666666666667,0.967:0.967:0.867,0.7033333333333333,0.6366666666666667,0.76:0.76:0.59,0.79:0.79:0.33,https://www.uniprot.org/uniprotkb/TAGL2_HUMAN/entry
APOA2_HUMAN,A1AG2_HUMAN,301,100,201,3,4.0,4.0,4.0,4.0,4.0,0.64,0.64,0.64,0.64,0.64,0.22,0.21,0.2,0.2,0.22,31.546875,31.640625,31.53125,31.53125,31.640625,A1AG2_HUMAN,APOA2_HUMAN,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.867:0.867:0.867,0.64,0.21,0.64:0.64:0.64,0.22:0.21:0.2,https://www.uniprot.org/uniprotkb/APOA2_HUMAN/entry
CD8A_HUMAN,A1AG2_HUMAN,436,235,201,3,4.0,4.0,4.0,4.0,4.0,0.53,0.51,0.5,0.5,0.53,0.34,0.26,0.22,0.22,0.34,31.671875,31.703125,31.734375,31.671875,31.734375,A1AG2_HUMAN,CD8A_HUMAN,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.867:0.867:0.867,0.5133333333333333,0.2733333333333334,0.53:0.51:0.5,0.34:0.26:0.22,https://www.uniprot.org/uniprotkb/CD8A_HUMAN/entry
CP2C8_HUMAN,A1AG2_HUMAN,691,490,201,3,14.0,18.0,16.0,14.0,18.0,0.68,0.69,0.69,0.68,0.69,0.15,0.15,0.14,0.14,0.15,31.703125,31.703125,31.65625,31.65625,31.703125,A1AG2_HUMAN,CP2C8_HUMAN,0.4666666666666666,0.5333333333333333,0.4,0.533:0.4:0.467,0.6866666666666666,0.14666666666666667,0.68:0.69:0.69,0.15:0.15:0.14,https://www.uniprot.org/uniprotkb/CP2C8_HUMAN/entry
CP2C9_HUMAN,A1AG2_HUMAN,691,490,201,3,14.0,16.0,18.0,14.0,18.0,0.71,0.67,0.68,0.67,0.71,0.23,0.15,0.15,0.15,0.23,31.6875,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,CP2C9_HUMAN,0.4666666666666666,0.5333333333333333,0.4,0.533:0.467:0.4,0.6866666666666666,0.17666666666666667,0.71:0.67:0.68,0.23:0.15:0.15,https://www.uniprot.org/uniprotkb/CP2C9_HUMAN/entry
ESR1_HUMAN,A1AG2_HUMAN,796,595,201,3,9.0,7.0,15.0,7.0,15.0,0.39,0.39,0.38,0.38,0.39,0.31,0.27,0.14,0.14,0.31,31.6875,31.71875,31.71875,31.6875,31.71875,A1AG2_HUMAN,ESR1_HUMAN,0.6555555555555556,0.7666666666666666,0.5,0.7:0.767:0.5,0.3866666666666667,0.24000000000000002,0.39:0.39:0.38,0.31:0.27:0.14,https://www.uniprot.org/uniprotkb/ESR1_HUMAN/entry
FA10_HUMAN,A1AG2_HUMAN,689,488,201,3,8.0,11.0,15.0,8.0,15.0,0.53,0.48,0.49,0.48,0.53,0.32,0.16,0.15,0.15,0.32,31.71875,31.734375,31.71875,31.71875,31.734375,A1AG2_HUMAN,FA10_HUMAN,0.6222222222222222,0.7333333333333334,0.5,0.733:0.633:0.5,0.5,0.21,0.53:0.48:0.49,0.32:0.16:0.15,https://www.uniprot.org/uniprotkb/FA10_HUMAN/entry
HBD_HUMAN,A1AG2_HUMAN,348,147,201,3,11.0,13.0,20.0,11.0,20.0,0.57,0.56,0.54,0.54,0.57,0.17,0.17,0.11,0.11,0.17,31.625,31.671875,31.65625,31.625,31.671875,A1AG2_HUMAN,HBD_HUMAN,0.5111111111111111,0.6333333333333333,0.33333333333333337,0.633:0.567:0.333,0.5566666666666666,0.15,0.57:0.56:0.54,0.17:0.17:0.11,https://www.uniprot.org/uniprotkb/HBD_HUMAN/entry
HV169_HUMAN,A1AG2_HUMAN,318,117,201,3,9.0,7.0,9.0,7.0,9.0,0.58,0.59,0.58,0.58,0.59,0.28,0.18,0.18,0.18,0.28,31.421875,31.5,31.546875,31.421875,31.546875,A1AG2_HUMAN,HV169_HUMAN,0.7222222222222222,0.7666666666666666,0.7,0.7:0.767:0.7,0.5833333333333334,0.21333333333333335,0.58:0.59:0.58,0.28:0.18:0.18,https://www.uniprot.org/uniprotkb/HV169_HUMAN/entry
HV333_HUMAN,A1AG2_HUMAN,318,117,201,3,8.0,9.0,11.0,8.0,11.0,0.6,0.58,0.57,0.57,0.6,0.17,0.17,0.14,0.14,0.17,31.359375,31.453125,31.59375,31.359375,31.59375,A1AG2_HUMAN,HV333_HUMAN,0.6888888888888888,0.7333333333333334,0.6333333333333333,0.733:0.7:0.633,0.5833333333333334,0.16,0.6:0.58:0.57,0.17:0.17:0.14,https://www.uniprot.org/uniprotkb/HV333_HUMAN/entry
ICAM1_HUMAN,A1AG2_HUMAN,733,532,201,3,5.0,6.0,12.0,5.0,12.0,0.53,0.51,0.49,0.49,0.53,0.3,0.3,0.2,0.2,0.3,31.734375,31.71875,31.71875,31.71875,31.734375,A1AG2_HUMAN,ICAM1_HUMAN,0.7444444444444445,0.8333333333333334,0.6,0.833:0.8:0.6,0.51,0.26666666666666666,0.53:0.51:0.49,0.3:0.3:0.2,https://www.uniprot.org/uniprotkb/ICAM1_HUMAN/entry
IFNA1_HUMAN,A1AG2_HUMAN,390,189,201,3,4.0,4.0,10.0,4.0,10.0,0.57,0.55,0.5,0.5,0.57,0.29,0.26,0.16,0.16,0.29,31.625,31.609375,31.578125,31.578125,31.625,A1AG2_HUMAN,IFNA1_HUMAN,0.8000000000000002,0.8666666666666667,0.6666666666666667,0.867:0.867:0.667,0.54,0.2366666666666667,0.57:0.55:0.5,0.29:0.26:0.16,https://www.uniprot.org/uniprotkb/IFNA1_HUMAN/entry
IL4_HUMAN,A1AG2_HUMAN,354,153,201,3,7.0,7.0,7.0,7.0,7.0,0.55,0.55,0.54,0.54,0.55,0.17,0.16,0.16,0.16,0.17,31.53125,31.609375,31.640625,31.53125,31.640625,A1AG2_HUMAN,IL4_HUMAN,0.7666666666666666,0.7666666666666666,0.7666666666666666,0.767:0.767:0.767,0.5466666666666667,0.16333333333333333,0.55:0.55:0.54,0.17:0.16:0.16,https://www.uniprot.org/uniprotkb/IL4_HUMAN/entry
KLKB1_HUMAN,A1AG2_HUMAN,839,638,201,3,15.0,21.0,22.0,15.0,22.0,0.58,0.57,0.61,0.57,0.61,0.23,0.15,0.14,0.14,0.23,31.71875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,KLKB1_HUMAN,0.3555555555555556,0.5,0.2666666666666667,0.5:0.3:0.267,0.5866666666666666,0.17333333333333334,0.58:0.57:0.61,0.23:0.15:0.14,https://www.uniprot.org/uniprotkb/KLKB1_HUMAN/entry
KNG1_HUMAN,A1AG2_HUMAN,845,644,201,3,9.0,8.0,11.0,8.0,11.0,0.32,0.32,0.32,0.32,0.32,0.31,0.3,0.24,0.24,0.31,31.703125,31.671875,31.71875,31.671875,31.71875,A1AG2_HUMAN,KNG1_HUMAN,0.6888888888888888,0.7333333333333334,0.6333333333333333,0.7:0.733:0.633,0.32,0.2833333333333333,0.32:0.32:0.32,0.31:0.3:0.24,https://www.uniprot.org/uniprotkb/KNG1_HUMAN/entry
KPCA_HUMAN,A1AG2_HUMAN,873,672,201,3,20.0,23.0,22.0,20.0,23.0,0.57,0.61,0.62,0.57,0.62,0.18,0.14,0.14,0.14,0.18,31.71875,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,KPCA_HUMAN,0.2777777777777778,0.33333333333333337,0.23333333333333328,0.333:0.233:0.267,0.6,0.15333333333333335,0.57:0.61:0.62,0.18:0.14:0.14,https://www.uniprot.org/uniprotkb/KPCA_HUMAN/entry
PXDNL_HUMAN,A1AG2_HUMAN,1664,1463,201,3,5.0,5.0,20.0,5.0,20.0,0.55,0.56,0.55,0.55,0.56,0.67,0.64,0.24,0.24,0.67,31.6875,31.703125,31.703125,31.6875,31.703125,A1AG2_HUMAN,PXDNL_HUMAN,0.6666666666666666,0.8333333333333334,0.33333333333333337,0.833:0.833:0.333,0.5533333333333333,0.5166666666666667,0.55:0.56:0.55,0.67:0.64:0.24,https://www.uniprot.org/uniprotkb/PXDNL_HUMAN/entry
RASH_HUMAN,A1AG2_HUMAN,390,189,201,3,10.0,8.0,9.0,8.0,10.0,0.54,0.54,0.53,0.53,0.54,0.22,0.19,0.19,0.19,0.22,31.640625,31.71875,31.703125,31.640625,31.71875,A1AG2_HUMAN,RASH_HUMAN,0.7000000000000001,0.7333333333333334,0.6666666666666667,0.667:0.733:0.7,0.5366666666666667,0.20000000000000004,0.54:0.54:0.53,0.22:0.19:0.19,https://www.uniprot.org/uniprotkb/RASH_HUMAN/entry
S10A9_HUMAN,A1AG2_HUMAN,315,114,201,3,5.0,5.0,7.0,5.0,7.0,0.61,0.61,0.61,0.61,0.61,0.23,0.21,0.2,0.2,0.23,31.328125,31.59375,31.53125,31.328125,31.59375,A1AG2_HUMAN,S10A9_HUMAN,0.8111111111111112,0.8333333333333334,0.7666666666666666,0.833:0.833:0.767,0.61,0.21333333333333335,0.61:0.61:0.61,0.23:0.21:0.2,https://www.uniprot.org/uniprotkb/S10A9_HUMAN/entry
TETN_HUMAN,A1AG2_HUMAN,403,202,201,3,8.0,8.0,10.0,8.0,10.0,0.55,0.53,0.54,0.53,0.55,0.23,0.24,0.22,0.22,0.24,31.71875,31.671875,31.703125,31.671875,31.71875,A1AG2_HUMAN,TETN_HUMAN,0.7111111111111112,0.7333333333333334,0.6666666666666667,0.733:0.733:0.667,0.54,0.22999999999999998,0.55:0.53:0.54,0.23:0.24:0.22,https://www.uniprot.org/uniprotkb/TETN_HUMAN/entry
UD2B7_HUMAN,A1AG2_HUMAN,730,529,201,3,16.0,19.0,21.0,16.0,21.0,0.66,0.64,0.65,0.64,0.66,0.16,0.14,0.12,0.12,0.16,31.6875,31.703125,31.640625,31.640625,31.703125,A1AG2_HUMAN,UD2B7_HUMAN,0.37777777777777777,0.4666666666666667,0.30000000000000004,0.467:0.367:0.3,0.65,0.14,0.66:0.64:0.65,0.16:0.14:0.12,https://www.uniprot.org/uniprotkb/UD2B7_HUMAN/entry
